Time,Temperature_C,Pressure_hPa
02:35:45.774,32.1,979.64
02:35:46.912,32.17,979.64
02:35:48.112,32.13,979.63
02:35:49.321,32.16,979.63
02:35:50.299,32.1,979.62
02:35:51.566,32.12,979.63
02:35:52.581,32.12,979.62
02:35:53.791,32.14,979.63
02:35:54.633,32.06,979.64
02:35:55.490,32.03,979.65
02:35:56.372,32.07,979.65
02:35:57.577,32.01,979.65
02:35:58.655,32.0,979.65
02:35:59.123,32.02,979.63
02:35:59.717,31.96,979.65
02:36:00.528,32.02,979.64
02:36:01.016,31.97,979.65
02:36:01.969,31.95,979.65
02:36:03.120,32.0,979.65
02:36:04.012,31.94,979.64
02:36:05.090,31.9,979.63
02:36:06.193,31.9,979.63
02:36:06.965,31.89,979.62
02:36:08.232,31.93,979.59
02:36:08.954,31.87,979.58
02:36:09.928,31.82,979.56
02:36:10.627,31.82,979.57
02:36:11.411,31.83,979.56
02:36:12.329,31.9,979.58
02:36:12.939,31.93,979.59
02:36:13.595,31.96,979.61
02:36:14.258,31.93,979.63
02:36:15.340,31.95,979.63
02:36:16.457,31.9,979.65
02:36:17.808,31.89,979.65
02:36:18.348,31.91,979.65
02:36:19.330,31.95,979.64
02:36:20.499,31.91,979.64
02:36:21.447,31.92,979.64
02:36:22.407,31.95,979.63
02:36:22.925,32.02,979.65
02:36:23.538,32.05,979.64
02:36:24.617,32.06,979.64
02:36:25.382,32.04,979.63
02:36:26.132,32.03,979.61
02:36:27.337,32.09,979.61
02:36:28.408,32.11,979.61
02:36:29.431,32.14,979.62
02:36:30.060,32.18,979.63
02:36:30.831,32.18,979.64
02:36:31.768,32.2,979.65
02:36:32.532,32.14,979.65
02:36:33.749,32.14,979.65
02:36:34.347,32.16,979.64
02:36:35.863,32.2,979.63
02:36:36.698,32.2,979.62
02:36:37.685,32.2,979.59
02:36:38.680,32.17,979.59
02:36:40.114,32.12,979.6
02:36:41.030,32.11,979.61
02:36:42.132,32.13,979.63
02:36:43.032,32.11,979.61
02:36:43.785,32.19,979.63
02:36:44.380,32.14,979.64
02:36:45.544,32.16,979.63
02:36:46.506,32.17,979.63
02:36:46.840,32.16,979.62
02:36:47.893,32.2,979.63
02:36:48.799,32.2,979.63
02:36:49.925,32.2,979.65
02:36:50.586,32.2,979.64
02:36:51.752,32.16,979.63
02:36:52.664,32.2,979.64
02:36:53.290,32.2,979.63
02:36:53.912,32.19,979.63
02:36:55.640,32.2,979.61
02:36:56.471,32.2,979.64
02:36:56.995,32.12,979.65
02:36:58.112,32.09,979.65
02:36:58.321,32.09,979.65
02:36:59.599,32.05,979.65
02:37:00.321,32.06,979.64
02:37:01.199,32.02,979.65
02:37:02.456,32.01,979.65
02:37:03.022,32.0,979.65
02:37:04.808,31.95,979.65
02:37:06.107,31.97,979.65
02:37:07.218,31.98,979.65
02:37:08.586,32.02,979.64
02:37:09.190,32.02,979.63
02:37:10.171,32.07,979.62
02:37:11.158,32.07,979.63
02:37:11.484,32.04,979.64
02:37:12.844,32.02,979.61
02:37:14.030,32.0,979.59
02:37:14.842,31.99,979.58
02:37:15.181,32.03,979.6
02:37:16.376,31.98,979.6
02:37:17.374,32.01,979.61
02:37:18.154,32.01,979.61
02:37:19.591,32.04,979.63
02:37:20.616,32.09,979.63
02:37:21.358,32.15,979.64
02:37:22.225,32.13,979.65
02:37:23.364,32.14,979.65
02:37:24.874,32.18,979.65
02:37:26.156,32.14,979.65
02:37:27.699,32.13,979.64
02:37:28.503,32.09,979.63
02:37:29.392,32.03,979.63
02:37:30.663,32.0,979.65
02:37:31.816,32.04,979.64
02:37:33.072,31.99,979.65
02:37:34.124,32.02,979.63
02:37:34.855,32.04,979.62
02:37:35.994,31.98,979.63
02:37:36.625,32.01,979.64
02:37:37.416,32.03,979.64
02:37:38.254,31.99,979.61
02:37:39.359,31.93,979.62
02:37:40.280,31.95,979.61
02:37:41.181,31.98,979.62
02:37:42.276,32.0,979.59
02:37:43.503,32.03,979.58
02:37:44.430,32.03,979.58
02:37:45.530,32.08,979.59
02:37:46.136,32.11,979.61
02:37:47.252,32.15,979.64
02:37:48.559,32.16,979.65
02:37:49.603,32.16,979.64
02:37:51.072,32.13,979.65
02:37:52.222,32.07,979.65
02:37:52.592,32.1,979.65
02:37:53.414,32.1,979.65
02:37:54.262,32.06,979.65
02:37:55.851,32.06,979.65
02:37:57.253,32.03,979.64
02:37:58.623,32.1,979.65
02:37:59.359,32.18,979.64
02:38:00.258,32.19,979.65
02:38:01.514,32.2,979.65
02:38:02.527,32.2,979.61
02:38:03.438,32.2,979.59
02:38:04.554,32.19,979.62
02:38:06.026,32.17,979.62
02:38:07.004,32.16,979.62
02:38:07.777,32.11,979.63
02:38:08.965,32.08,979.64
02:38:09.776,32.09,979.65
02:38:10.766,32.11,979.64
02:38:11.707,32.1,979.63
02:38:12.654,32.04,979.62
02:38:13.568,32.03,979.62
02:38:14.550,32.04,979.63
02:38:15.355,32.0,979.62
02:38:16.209,31.98,979.61
02:38:16.820,31.96,979.61
02:38:17.999,31.94,979.6
02:38:18.721,31.94,979.59
02:38:19.892,31.87,979.58
02:38:20.983,31.88,979.62
02:38:22.088,31.84,979.62
02:38:22.555,31.83,979.61
02:38:23.829,31.81,979.61
02:38:24.639,31.88,979.6
02:38:26.189,31.91,979.61
02:38:27.299,31.93,979.58
02:38:28.216,31.96,979.58
02:38:28.794,31.96,979.61
02:38:30.168,31.96,979.62
02:38:31.058,31.89,979.61
02:38:32.527,31.88,979.6
02:38:33.437,31.96,979.63
02:38:35.103,31.95,979.63
02:38:35.648,32.01,979.62
02:38:36.713,31.96,979.61
02:38:37.461,31.94,979.6
02:38:38.297,31.97,979.58
02:38:39.363,32.02,979.57
02:38:40.148,32.01,979.59
02:38:41.206,31.99,979.6
02:38:41.875,32.02,979.61
02:38:42.783,31.99,979.59
02:38:43.943,32.03,979.58
02:38:45.081,31.95,979.57
02:38:46.072,31.92,979.56
02:38:46.871,31.93,979.56
02:38:47.200,31.85,979.55
02:38:48.337,31.77,979.54
02:38:49.179,31.83,979.53
02:38:50.294,31.83,979.5
02:38:51.525,31.84,979.51
02:38:53.525,31.76,979.54
02:38:54.438,31.77,979.54
02:38:55.311,31.75,979.54
02:38:55.856,31.78,979.53
02:38:56.517,31.76,979.55
02:38:57.356,31.77,979.54
02:38:58.584,31.8,979.57
02:38:59.531,31.83,979.57
02:39:00.920,31.8,979.58
02:39:01.861,31.8,979.58
02:39:02.937,31.79,979.59
02:39:04.411,31.83,979.6
02:39:05.274,31.8,979.61
02:39:06.537,31.86,979.61
02:39:07.468,31.79,979.6
02:39:08.767,31.77,979.61
02:39:09.710,31.78,979.59
02:39:10.735,31.7,979.59
02:39:11.246,31.75,979.6
02:39:12.386,31.81,979.59
02:39:13.910,31.85,979.58
02:39:15.251,31.81,979.57
02:39:16.068,31.79,979.55
02:39:17.435,31.77,979.56
02:39:18.264,31.7,979.56
02:39:18.690,31.7,979.54
02:39:20.287,31.74,979.55
02:39:21.666,31.7,979.55
02:39:22.726,31.71,979.57
02:39:23.945,31.72,979.55
02:39:24.657,31.72,979.55
02:39:25.318,31.8,979.57
02:39:26.499,31.8,979.57
02:39:27.213,31.81,979.57
02:39:27.841,31.82,979.57
02:39:28.269,31.78,979.56
02:39:29.835,31.81,979.54
02:39:30.981,31.75,979.56
02:39:31.839,31.74,979.58
02:39:32.453,31.7,979.57
02:39:33.765,31.7,979.53
02:39:34.629,31.72,979.55
02:39:35.490,31.71,979.56
02:39:35.930,31.7,979.57
02:39:37.064,31.7,979.57
02:39:37.318,31.7,979.57
02:39:38.023,31.7,979.58
02:39:38.920,31.71,979.57
02:39:39.858,31.73,979.57
02:39:40.682,31.74,979.58
02:39:41.067,31.79,979.57
02:39:42.195,31.84,979.55
02:39:42.982,31.83,979.54
02:39:44.503,31.79,979.53
02:39:45.564,31.74,979.53
02:39:46.659,31.73,979.53
02:39:47.500,31.7,979.53
02:39:49.027,31.7,979.53
02:39:50.235,31.7,979.56
02:39:51.295,31.77,979.55
02:39:52.841,31.8,979.56
02:39:53.911,31.79,979.58
02:39:54.953,31.71,979.56
02:39:55.897,31.72,979.56
02:39:57.263,31.7,979.56
02:39:57.718,31.73,979.56
02:39:58.844,31.7,979.58
02:40:00.156,31.72,979.58
02:40:01.330,31.7,979.59
02:40:02.825,31.74,979.58
02:40:03.933,31.7,979.59
02:40:05.069,31.7,979.57
02:40:05.984,31.7,979.55
02:40:07.100,31.71,979.55
02:40:07.874,31.75,979.57
02:40:08.728,31.73,979.58
02:40:09.621,31.72,979.59
02:40:10.048,31.77,979.59
02:40:10.925,31.77,979.59
02:40:11.405,31.83,979.59
02:40:12.538,31.87,979.58
02:40:13.680,31.86,979.59
02:40:14.042,31.85,979.58
02:40:15.172,31.87,979.57
02:40:15.958,31.87,979.56
02:40:17.211,31.85,979.51
02:40:18.098,31.81,979.5
02:40:18.727,31.82,979.52
02:40:19.821,31.79,979.53
02:40:20.683,31.76,979.51
02:40:21.158,31.75,979.51
02:40:22.129,31.73,979.5
02:40:23.311,31.7,979.51
02:40:24.011,31.7,979.5
02:40:24.860,31.74,979.51
02:40:26.154,31.76,979.5
02:40:27.055,31.73,979.52
02:40:27.696,31.76,979.53
02:40:29.244,31.75,979.54
02:40:30.929,31.72,979.52
02:40:31.365,31.75,979.5
02:40:32.253,31.77,979.5
02:40:33.381,31.78,979.52
02:40:34.095,31.75,979.51
02:40:35.344,31.79,979.52
02:40:36.699,31.74,979.54
02:40:38.156,31.77,979.57
02:40:38.659,31.75,979.56
02:40:39.876,31.71,979.57
02:40:41.287,31.73,979.57
02:40:41.990,31.7,979.59
02:40:43.224,31.7,979.59
02:40:43.617,31.7,979.61
02:40:44.232,31.71,979.63
02:40:44.856,31.71,979.64
02:40:45.860,31.79,979.62
02:40:47.177,31.79,979.63
02:40:48.310,31.76,979.63
02:40:48.752,31.78,979.64
02:40:49.944,31.83,979.64
02:40:50.988,31.79,979.63
02:40:52.344,31.85,979.63
02:40:53.358,31.81,979.65
02:40:54.558,31.89,979.63
02:40:55.444,31.9,979.64
02:40:56.380,31.86,979.65
02:40:57.596,31.83,979.65
02:40:58.947,31.83,979.65
02:41:00.113,31.8,979.65
02:41:00.468,31.83,979.63
02:41:01.919,31.82,979.62
02:41:02.730,31.81,979.64
02:41:02.984,31.86,979.65
02:41:03.622,31.82,979.65
02:41:04.338,31.77,979.65
02:41:05.440,31.73,979.65
02:41:06.132,31.78,979.65
02:41:07.292,31.79,979.65
02:41:08.292,31.74,979.65
02:41:09.917,31.7,979.64
02:41:11.042,31.7,979.63
02:41:12.379,31.78,979.63
02:41:13.108,31.72,979.64
02:41:14.439,31.74,979.64
02:41:15.262,31.7,979.65
02:41:16.536,31.7,979.65
02:41:17.708,31.76,979.63
02:41:18.299,31.75,979.64
02:41:19.838,31.78,979.63
02:41:20.530,31.83,979.62
02:41:22.018,31.82,979.64
02:41:23.222,31.81,979.64
02:41:24.120,31.83,979.64
02:41:24.941,31.82,979.64
02:41:25.303,31.84,979.62
02:41:25.957,31.77,979.6
02:41:26.550,31.74,979.63
02:41:27.392,31.75,979.63
02:41:28.432,31.75,979.61
02:41:29.867,31.82,979.59
02:41:30.560,31.81,979.57
02:41:31.712,31.78,979.61
02:41:33.069,31.79,979.62
02:41:34.401,31.77,979.61
02:41:35.424,31.8,979.61
02:41:35.951,31.77,979.61
02:41:36.928,31.85,979.59
02:41:38.080,31.91,979.62
02:41:38.959,31.93,979.63
02:41:40.017,31.92,979.64
02:41:40.257,31.95,979.64
02:41:41.191,32.03,979.63
02:41:42.070,32.11,979.62
02:41:42.905,32.1,979.63
02:41:43.967,32.05,979.62
02:41:44.785,32.05,979.63
02:41:45.910,31.98,979.65
02:41:46.986,32.03,979.65
02:41:48.317,32.05,979.65
02:41:49.473,32.05,979.65
02:41:50.740,32.07,979.63
02:41:51.353,32.08,979.63
02:41:52.169,32.09,979.65
02:41:53.378,32.04,979.65
02:41:54.136,32.03,979.64
02:41:54.993,31.98,979.64
02:41:55.825,31.9,979.65
02:41:57.151,31.88,979.65
02:41:57.800,31.95,979.65
02:41:58.847,31.99,979.65
02:41:59.446,31.97,979.65
02:42:00.310,31.96,979.65
02:42:01.285,31.97,979.63
02:42:02.070,31.92,979.65
02:42:02.439,31.96,979.65
02:42:03.348,31.88,979.64
02:42:04.329,31.84,979.64
02:42:05.788,31.87,979.62
02:42:06.308,31.85,979.62
02:42:07.457,31.83,979.63
02:42:09.038,31.87,979.63
02:42:09.983,31.85,979.64
02:42:10.795,31.85,979.65
02:42:11.644,31.8,979.65
02:42:12.626,31.82,979.64
02:42:13.992,31.78,979.65
02:42:14.468,31.8,979.65
02:42:15.229,31.82,979.65
02:42:15.564,31.84,979.61
02:42:16.274,31.9,979.6
02:42:16.922,31.9,979.63
02:42:17.373,31.85,979.65
02:42:18.930,31.85,979.63
02:42:20.559,31.91,979.64
02:42:21.315,31.91,979.64
02:42:22.414,31.97,979.65
02:42:23.091,32.02,979.65
02:42:24.297,32.08,979.63
02:42:25.286,32.06,979.61
02:42:26.391,32.14,979.58
02:42:27.381,32.17,979.58
02:42:28.347,32.12,979.59
02:42:29.120,32.04,979.61
02:42:30.407,32.04,979.61
02:42:31.730,32.05,979.62
02:42:32.640,32.1,979.63
02:42:33.699,32.05,979.63
02:42:34.449,32.02,979.62
02:42:35.129,32.1,979.64
02:42:36.705,32.05,979.64
02:42:37.317,32.03,979.63
02:42:38.689,32.01,979.64
02:42:39.870,32.09,979.62
02:42:41.248,32.14,979.61
02:42:42.550,32.15,979.6
02:42:43.303,32.12,979.63
02:42:44.303,32.15,979.62
02:42:45.069,32.19,979.6
02:42:45.945,32.2,979.6
02:42:46.891,32.2,979.61
02:42:48.111,32.16,979.61
02:42:49.470,32.2,979.59
02:42:50.575,32.12,979.59
02:42:52.145,32.08,979.58
02:42:53.374,32.02,979.57
02:42:54.553,31.99,979.56
02:42:55.776,32.01,979.57
02:42:56.674,32.02,979.57
02:42:57.812,32.0,979.56
02:42:58.515,32.0,979.55
02:42:59.180,32.01,979.55
02:43:00.415,32.0,979.56
02:43:01.581,32.01,979.55
02:43:02.625,32.03,979.55
02:43:02.999,32.03,979.58
02:43:03.891,32.01,979.59
02:43:04.985,32.05,979.57
02:43:06.205,32.08,979.57
02:43:07.306,32.12,979.58
02:43:07.963,32.15,979.58
02:43:08.985,32.15,979.58
02:43:10.343,32.15,979.56
02:43:11.225,32.16,979.58
02:43:12.405,32.12,979.61
02:43:13.485,32.17,979.61
02:43:14.645,32.2,979.63
02:43:15.962,32.2,979.63
02:43:16.791,32.2,979.64
02:43:17.724,32.2,979.65
02:43:18.449,32.17,979.65
02:43:19.541,32.15,979.65
02:43:20.668,32.15,979.63
02:43:21.274,32.16,979.6
02:43:22.577,32.15,979.65
02:43:24.270,32.14,979.64
02:43:25.568,32.2,979.62
02:43:26.033,32.18,979.63
02:43:27.182,32.2,979.61
02:43:27.487,32.2,979.6
02:43:27.881,32.2,979.61
02:43:28.845,32.18,979.61
02:43:29.733,32.13,979.6
02:43:30.890,32.14,979.6
02:43:31.591,32.13,979.57
02:43:32.645,32.19,979.54
02:43:33.469,32.2,979.56
02:43:34.335,32.17,979.53
02:43:35.366,32.2,979.54
02:43:36.359,32.2,979.54
02:43:37.115,32.2,979.54
02:43:38.120,32.16,979.56
02:43:39.320,32.14,979.58
02:43:40.170,32.11,979.56
02:43:40.639,32.13,979.54
02:43:41.271,32.05,979.53
02:43:42.225,32.03,979.52
02:43:42.874,32.05,979.51
02:43:43.969,32.02,979.51
02:43:45.360,32.04,979.51
02:43:46.437,32.03,979.51
02:43:47.339,32.02,979.51
02:43:48.041,31.98,979.5
02:43:48.561,31.93,979.5
02:43:49.293,31.96,979.5
02:43:49.703,31.98,979.52
02:43:50.405,32.0,979.5
02:43:51.434,31.95,979.5
02:43:52.319,31.94,979.5
02:43:52.964,31.93,979.5
02:43:53.950,31.93,979.5
02:43:55.302,31.89,979.51
02:43:56.656,31.91,979.5
02:43:57.498,31.95,979.5
02:43:58.207,31.93,979.52
02:43:59.321,31.89,979.51
02:44:00.137,31.86,979.53
02:44:00.725,31.93,979.54
02:44:02.052,31.91,979.54
02:44:02.622,31.89,979.55
02:44:04.011,31.84,979.54
02:44:04.966,31.79,979.55
02:44:05.749,31.78,979.54
02:44:06.512,31.78,979.54
02:44:07.400,31.75,979.54
02:44:08.896,31.76,979.56
02:44:09.479,31.76,979.54
02:44:10.036,31.73,979.56
02:44:11.321,31.74,979.54
02:44:12.262,31.76,979.54
02:44:12.709,31.72,979.54
02:44:13.870,31.7,979.54
02:44:14.913,31.73,979.55
02:44:16.088,31.7,979.52
02:44:16.970,31.74,979.54
02:44:18.183,31.76,979.55
02:44:19.016,31.75,979.57
02:44:19.733,31.82,979.57
02:44:21.131,31.76,979.57
02:44:21.910,31.71,979.58
02:44:23.213,31.7,979.56
02:44:24.185,31.7,979.56
02:44:25.470,31.7,979.59
02:44:26.537,31.7,979.57
02:44:27.459,31.7,979.58
02:44:28.597,31.7,979.58
02:44:29.799,31.76,979.6
02:44:31.027,31.76,979.6
02:44:32.402,31.71,979.6
02:44:33.170,31.73,979.62
02:44:33.991,31.7,979.61
02:44:35.265,31.72,979.62
02:44:36.181,31.7,979.62
02:44:36.931,31.78,979.63
02:44:37.757,31.76,979.63
02:44:38.685,31.8,979.63
02:44:39.465,31.88,979.63
02:44:40.696,31.85,979.64
02:44:41.789,31.78,979.65
02:44:43.176,31.76,979.63
02:44:44.281,31.76,979.64
02:44:45.338,31.78,979.65
02:44:46.509,31.74,979.65
02:44:48.001,31.82,979.63
02:44:49.074,31.74,979.64
02:44:49.909,31.82,979.63
02:44:50.402,31.8,979.6
02:44:51.628,31.72,979.6
02:44:52.004,31.71,979.63
02:44:53.113,31.7,979.62
02:44:54.118,31.72,979.6
02:44:55.296,31.7,979.59
02:44:56.149,31.73,979.6
02:44:56.728,31.7,979.6
02:44:57.704,31.7,979.59
02:44:58.913,31.7,979.59
02:45:00.564,31.7,979.56
02:45:01.799,31.7,979.56
02:45:02.564,31.7,979.58
02:45:03.805,31.73,979.56
02:45:04.460,31.7,979.55
02:45:05.747,31.72,979.54
02:45:06.740,31.7,979.55
02:45:07.970,31.7,979.55
02:45:09.250,31.7,979.56
02:45:11.094,31.7,979.57
02:45:11.873,31.71,979.58
02:45:12.931,31.7,979.58
02:45:14.370,31.72,979.59
02:45:15.299,31.75,979.6
02:45:16.013,31.76,979.58
02:45:16.823,31.77,979.59
02:45:17.467,31.81,979.6
02:45:18.255,31.75,979.59
02:45:19.121,31.75,979.59
02:45:19.519,31.74,979.58
02:45:20.709,31.71,979.61
02:45:21.136,31.76,979.6
02:45:22.394,31.77,979.62
02:45:23.277,31.72,979.64
02:45:24.243,31.73,979.65
02:45:24.934,31.75,979.64
02:45:25.894,31.76,979.62
02:45:26.661,31.81,979.63
02:45:27.642,31.82,979.63
02:45:29.049,31.81,979.63
02:45:30.393,31.78,979.65
02:45:30.933,31.85,979.64
02:45:31.861,31.77,979.64
02:45:32.549,31.75,979.64
02:45:33.836,31.76,979.64
02:45:34.507,31.72,979.65
02:45:35.287,31.79,979.65
02:45:36.287,31.83,979.65
02:45:37.254,31.81,979.65
02:45:38.356,31.85,979.65
02:45:39.541,31.91,979.65
02:45:40.635,31.85,979.61
02:45:41.751,31.85,979.6
02:45:42.824,31.85,979.62
02:45:43.850,31.82,979.63
02:45:44.785,31.84,979.63
02:45:45.590,31.84,979.63
02:45:46.734,31.83,979.6
02:45:47.604,31.86,979.6
02:45:48.530,31.9,979.58
02:45:49.067,31.9,979.58
02:45:49.778,31.89,979.59
02:45:50.775,31.9,979.61
02:45:51.672,31.91,979.6
02:45:52.418,31.89,979.6
02:45:53.526,31.97,979.59
02:45:54.401,31.97,979.59
02:45:55.480,32.02,979.56
02:45:55.764,32.0,979.57
02:45:56.294,31.92,979.58
02:45:57.367,31.87,979.57
